,Unnamed: 0,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
690,11685,mycbn,"B322 Religious, Charitable & Humanitarian",0,0,1,0,0,3,0,0,1,0,5,0,0,1,0,0
327,1550,mykita,A430 Sunglasses,1,0,0,0,0,2,2,0,2,1,6,0,0,1,1,0
798,16862,mynetworktv,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,5,2,0,3,0,11,1,0,1,1,1
1440,23663,myprotein,D543 Nutritional Supplements,0,0,1,0,0,4,3,0,2,0,9,0,0,1,1,1
1005,20839,myscrapnook,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,4,3,0,2,0,11,1,0,1,0,1
1857,25836,mystic,G411 Fishing Tackle & Equipment,0,0,0,0,0,2,1,0,1,0,6,1,0,1,1,0
2131,26920,mytex,H142 Bedding & Linens,0,0,0,0,0,2,1,0,1,0,5,0,0,1,1,0
692,12196,naacp,"B322 Religious, Charitable & Humanitarian",0,1,0,0,0,1,2,0,1,0,5,0,0,1,0,0
1584,24113,nabisco,F343 Cookies & Crackers,0,0,0,0,0,1,3,0,1,1,7,1,0,1,1,1
2001,26569,nachtmann,"H111 Dinnerware, Glassware & Pottery",0,0,1,0,0,4,2,0,1,0,9,1,0,1,0,0
1542,23993,nadamoo,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,4,0,1,1,7,0,0,1,0,1
436,3439,nadex,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,2,0,1,0,5,0,0,1,1,0
2002,26570,nambe,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,2,2,0,1,1,5,0,0,1,1,0
879,19553,nanigans,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,3,3,0,1,0,8,1,0,1,1,0
730,15839,nanoscribe,B521 Printers & Printing Accessories,0,0,0,0,0,3,4,0,1,1,10,1,0,1,2,1
2132,26921,nanotex,H142 Bedding & Linens,0,0,0,0,0,2,3,0,1,0,7,0,0,1,1,1
1320,23142,natavi,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,1,1,6,1,0,1,1,0
405,2932,nationwide,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,3,5,0,2,1,10,0,0,1,3,1
1321,23143,natren,D543 Nutritional Supplements,0,0,1,0,0,3,2,0,1,0,6,0,0,1,1,0
1322,23144,natrol,D543 Nutritional Supplements,0,0,1,0,0,3,2,0,1,0,6,0,0,1,0,1
192,848,naturalizer,A311 Womens Shoes & Boots,0,0,1,0,0,4,5,0,1,0,11,1,0,1,2,1
1646,24381,naturebox,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,2,4,0,2,0,9,0,0,1,1,2
2061,26715,naturepedic,H122 Mattresses & Box Springs,0,0,0,0,0,2,5,0,3,0,11,0,0,1,3,1
1441,23671,natureworks,D543 Nutritional Supplements,0,0,0,1,0,4,4,0,2,0,11,1,0,1,1,2
1077,21959,naturopathica,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,2,6,0,3,1,13,1,0,1,1,2
122,515,nautica,A141 Sportswear & Athleticwear,1,0,0,0,0,1,4,0,1,1,7,0,0,1,1,1
976,20746,navigator,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,0,2,4,0,2,0,9,1,0,1,1,1
799,16866,nbc,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0
800,16970,ncis,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,1,1,0,0,0,4,1,0,1,1,0
2062,26716,nectar,H122 Mattresses & Box Springs,0,0,1,0,0,2,2,0,1,0,6,0,0,1,1,0
992,20808,neenah,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,3,0,0,0,6,0,0,1,1,0
123,519,nehera,A141 Sportswear & Athleticwear,1,0,0,0,0,2,3,0,0,1,6,0,0,1,2,0
673,9221,nemont,B241 Cable TV Providers & Systems,0,1,0,0,0,3,2,0,1,0,6,0,0,1,1,1
1323,23171,neocell,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,0,0,7,0,0,1,2,1
1078,21961,neostrata,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,2,4,0,2,1,9,1,0,1,1,1
1324,23173,neovitin,D543 Nutritional Supplements,0,0,1,0,0,2,4,0,1,0,8,1,0,1,3,1
1325,23174,nephure,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,1,1,7,0,0,1,2,1
1326,23175,neprinol,D543 Nutritional Supplements,0,0,1,0,0,4,3,0,1,0,8,0,0,1,2,1
558,7594,nerdwallet,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,5,3,0,2,0,10,0,0,1,2,0
1079,21962,nerium,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,3,3,0,0,0,6,0,0,1,2,1
1622,24317,nescafe,F411 Coffee,0,0,0,0,0,1,3,0,0,1,7,2,0,1,2,0
1620,24296,nespresso,F411 Coffee,0,0,0,0,0,2,3,0,1,1,9,3,0,1,2,1
559,7595,netcredit,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,2,3,0,3,0,9,0,0,1,3,0
625,8999,netizen,B225 Internet Service Providers (ISP),0,0,1,0,0,2,3,0,1,0,7,1,0,1,3,0
709,14364,netquote,B430 Insurance Agencies & Brokers,0,0,0,0,0,1,4,0,2,1,8,0,0,1,2,2
880,19579,netseer,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,3,0,1,0,7,1,0,1,2,0
368,2422,netspend,B111 Credit Cards,0,1,0,0,0,2,2,0,3,0,8,1,0,1,2,0
626,9001,netx,B225 Internet Service Providers (ISP),0,0,0,0,0,1,1,0,1,0,4,0,0,1,1,0
881,19584,neustar,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,3,0,1,0,7,1,0,1,1,1
1080,21963,neutrogena,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,3,5,0,2,1,10,0,0,1,2,2
1925,26039,newell,G499 Sporting Goods General Promotion,0,0,1,0,0,4,2,0,0,0,6,0,0,1,2,0
2382,27777,newmar,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,1,0,0,4,2,0,0,0,6,0,0,1,1,0
801,16973,newsfix,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,2,2,0,0,0,7,2,0,1,2,0
627,9002,newsnerds,B225 Internet Service Providers (ISP),0,0,0,1,0,4,2,0,1,0,9,2,0,1,2,0
769,16289,nexcess,"B541 Web Design, Domain & Hosting Services",0,0,0,1,0,1,2,0,0,0,7,2,0,1,2,0
882,19603,nextbee,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,1,3,0,2,1,7,0,0,1,2,0
427,3303,nextgen,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,2,2,0,2,0,7,0,0,1,2,0
466,3954,nextseed,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,1,3,0,2,0,8,1,0,1,2,0
628,9004,nextstep,B225 Internet Service Providers (ISP),0,1,0,0,0,1,2,0,3,0,8,1,0,1,2,0
237,1084,nfinity,A321 Sneakers,0,0,0,0,0,3,2,0,1,1,7,1,0,1,3,0
883,19607,nielsen,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,3,3,0,0,0,7,1,0,1,2,0
2284,27425,nightlock,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,0,3,0,9,0,0,1,1,1
41,147,nike,A141 Sportswear & Athleticwear,0,0,0,0,0,1,2,0,1,1,4,0,0,1,2,0
1735,24909,nikon,G141 Cameras (Excl Video),0,0,1,0,0,2,2,0,1,0,5,0,0,1,1,1
193,852,nina,A311 Womens Shoes & Boots,1,0,0,0,0,2,2,0,0,1,4,0,0,1,1,0
1954,26400,nintendo,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,0,0,0,3,3,0,2,1,8,0,0,1,2,1
194,854,nisolo,A311 Womens Shoes & Boots,0,0,0,0,0,2,3,0,0,1,6,1,0,1,1,2
629,9006,nitco,B225 Internet Service Providers (ISP),0,0,0,0,0,1,2,0,1,1,5,0,0,1,1,1
1926,26041,niterider,G499 Sporting Goods General Promotion,0,0,1,0,0,3,4,0,2,0,9,0,0,1,4,0
1327,23191,nitraflex,D543 Nutritional Supplements,0,0,0,0,0,3,3,0,1,0,9,1,0,1,2,0
1442,23680,nitrosigine,D543 Nutritional Supplements,0,0,0,0,0,3,5,0,2,1,11,1,0,1,4,1
684,11285,njicle,"B322 Religious, Charitable & Humanitarian",0,0,0,0,0,2,2,0,0,1,6,1,0,1,2,0
467,3955,nma,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,2,1,0,0,1,3,0,0,1,0,0
239,1138,nobull,A321 Sneakers,0,0,1,0,0,3,2,0,1,0,6,0,0,1,0,2
2063,26719,nolah,H122 Mattresses & Box Springs,0,0,0,0,0,2,2,0,0,0,5,0,0,1,0,1
1328,23195,nopalina,D543 Nutritional Supplements,1,0,0,0,0,3,4,0,1,1,8,0,0,1,1,1
1892,25967,nordica,"G451 Snow Skis, Boards, Blades & Accessories",1,0,0,0,0,2,3,0,1,1,7,0,0,1,1,1
2003,26573,noritake,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,2,4,0,2,1,8,0,0,1,2,1
1858,25837,norman,G411 Fishing Tackle & Equipment,0,0,1,0,0,4,2,0,0,0,6,0,0,1,0,1
1802,25417,norms,G323 Casual Dining Restaurants,0,0,0,1,0,3,1,0,0,0,5,1,0,1,0,1
2383,27780,norris,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,0,1,0,3,2,0,0,0,6,1,0,1,1,1
1026,21471,northcountryhelpwanted,B913 Employment Agencies,0,1,0,0,0,8,6,0,5,0,22,1,0,1,2,2
1859,25838,northland,G411 Fishing Tackle & Equipment,0,1,0,0,0,4,2,0,2,0,9,1,0,1,0,1
2285,27429,northstar,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,2,0,9,2,0,1,0,1
1893,25972,northwave,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,0,0,3,3,0,1,1,9,2,0,1,1,1
2133,26924,northwest,H142 Bedding & Linens,0,1,0,0,0,3,2,0,2,0,9,2,0,1,1,1
2384,27781,novatech,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,0,1,0,1,3,0,1,0,8,2,0,1,1,1
1329,23198,novirin,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,0,0,7,1,0,1,2,1
195,856,novus,A311 Womens Shoes & Boots,0,0,0,1,0,1,2,0,0,0,5,2,0,1,0,2
2193,27112,nubella,H339 Household Paper Products: Comb & NEC,1,0,0,0,0,3,3,0,1,1,7,0,0,1,1,1
1330,23209,nucific,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,0,0,7,1,0,1,2,1
1331,23211,nugenix,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,1,0,7,0,0,1,2,1
1515,23914,nutella,F280 Peanut Butter & Sandwich Spreads,1,0,0,0,0,3,3,0,1,1,7,0,0,1,1,1
1332,23213,nutrabase,D543 Nutritional Supplements,0,0,0,0,0,2,4,0,2,1,9,1,0,1,1,1
1443,23686,nutrabio,D543 Nutritional Supplements,0,0,0,0,0,2,4,0,2,1,8,0,0,1,1,2
1444,23688,nutrex,D543 Nutritional Supplements,0,0,0,0,0,2,2,0,1,0,6,0,0,1,1,1
1333,23219,nutriketo,D543 Nutritional Supplements,0,0,0,0,0,2,4,0,3,1,9,0,0,1,2,2
1445,23690,nutrimedical,D543 Nutritional Supplements,0,0,1,0,0,4,5,0,2,0,12,0,0,1,3,1
1334,23220,nutrimost,D543 Nutritional Supplements,0,1,0,0,0,3,3,0,2,0,9,1,0,1,1,2
1496,23860,nutrioli,F122 Cooking Oils,0,0,0,0,0,3,4,0,1,1,8,0,0,1,2,2
1974,26458,nutrish,G613 Cat & Dog Food Combination,0,0,0,1,0,2,2,0,1,0,7,1,0,1,1,1
2064,26721,nuvanna,H122 Mattresses & Box Springs,1,0,0,0,0,3,3,0,0,1,7,1,0,1,0,1
1081,21968,nuxe,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,2,0,0,1,4,0,0,1,1,1
328,1553,oakley,A430 Sunglasses,0,0,0,0,0,2,3,0,1,1,6,0,1,0,2,1
437,3443,oanda,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,1,3,0,1,1,5,0,1,0,0,1
1082,21971,obagi,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,0,3,0,2,1,5,0,1,0,1,1
240,1140,oboz,A321 Sneakers,0,0,0,1,0,0,2,0,1,0,4,1,1,0,0,2
1927,26043,obrien,G499 Sporting Goods General Promotion,0,0,1,0,0,2,3,0,1,0,6,0,1,0,1,1
2411,27929,oceania,T412 Cruise Ship Travel,1,0,0,0,0,1,5,0,0,1,7,0,1,0,2,1
2412,27931,oceanic,T412 Cruise Ship Travel,0,0,0,0,0,1,4,0,0,0,7,0,1,0,2,1
1803,25421,ocharleys,G323 Casual Dining Restaurants,0,0,0,1,0,3,3,0,0,0,9,2,1,0,1,1
630,9008,octopus,B225 Internet Service Providers (ISP),0,0,0,1,0,0,3,0,2,0,7,1,1,0,0,3
2004,26575,odeme,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,1,3,0,1,1,5,0,1,0,2,1
124,538,odyssey,A141 Sportswear & Athleticwear,0,0,0,0,0,2,2,0,1,1,7,2,1,0,2,1
957,20687,ofs,B721 Office Furniture & Accessories,0,0,0,1,0,0,1,0,0,0,3,2,1,0,0,1
691,11702,oica,"B322 Religious, Charitable & Humanitarian",1,0,0,0,0,0,3,0,0,1,4,0,1,0,1,1
1083,21972,okeeffes,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,0,4,0,1,0,8,3,1,0,2,1
468,3971,okeydeposit,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,1,5,0,4,0,11,1,1,0,3,2
750,15943,oki,B521 Printers & Printing Accessories,0,0,0,0,0,0,2,0,1,1,3,0,1,0,1,1
1860,25839,okuma,G411 Fishing Tackle & Equipment,1,0,0,0,0,1,3,0,1,1,5,0,1,0,0,2
1497,23866,olivelle,F122 Cooking Oils,0,0,0,0,0,3,4,0,0,1,8,1,1,0,3,1
2134,26926,olliix,H142 Bedding & Linens,0,0,0,0,0,2,3,0,0,0,6,0,1,0,2,1
1193,22605,olly,D543 Nutritional Supplements,0,0,0,0,0,3,1,0,0,1,4,0,1,0,1,1
196,859,olukai,A311 Womens Shoes & Boots,0,0,0,0,0,1,4,0,1,1,6,0,1,0,1,2
1731,24867,olympus,G141 Cameras (Excl Video),0,0,0,1,0,3,2,0,1,0,7,1,1,0,0,2
993,20809,omni,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,2,0,0,1,4,0,1,0,1,1
2341,27618,omnia,H625 Security & Fire Safety Systems,1,0,0,0,0,2,3,0,0,1,5,0,1,0,1,1
884,19646,omnience,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,4,0,0,1,8,0,1,0,2,1
2135,26928,omnipillow,H142 Bedding & Linens,0,0,0,0,0,5,4,0,1,0,10,0,1,0,2,2
739,15903,omniprint,B521 Printers & Printing Accessories,0,1,0,0,0,4,3,0,2,0,9,0,1,0,2,1
291,1431,oncour,A411 Handbags,0,0,1,0,0,2,3,0,0,0,6,0,1,0,0,2
1157,22462,oneblade,D439 Mens Shaving Equipment & Supplies General Promotion,0,0,0,0,0,2,4,0,2,1,8,0,1,0,2,1
2005,26576,oneida,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,0,1,4,0,1,1,6,0,1,0,1,1
2425,29219,onejet,T421 Travel Services,0,1,0,0,0,1,3,0,1,0,6,1,1,0,2,1
2454,34320,onestopfanshop,V365 Sporting Goods Stores,0,1,0,0,0,2,5,0,3,0,14,3,1,0,1,3
2286,27434,onity,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,0,1,1,5,0,1,0,2,1
42,157,onzie,A141 Sportswear & Athleticwear,0,0,0,0,0,1,3,0,0,1,5,1,1,0,1,1
125,542,oodji,A141 Sportswear & Athleticwear,0,0,0,0,0,0,3,0,1,1,5,1,1,0,1,1
241,1152,oofos,A321 Sneakers,0,0,0,1,0,0,3,0,0,0,5,2,1,0,0,2
770,16292,openx,"B541 Web Design, Domain & Hosting Services",0,0,0,0,0,1,2,0,1,0,5,0,1,0,1,1
885,19672,oplytic,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,2,0,2,0,7,0,1,0,1,1
406,2955,oppenheimerfunds,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,0,4,6,0,3,0,16,2,1,0,3,2
2395,27806,optima,T141 Automotive Batteries,1,0,0,0,0,1,3,0,2,1,6,0,1,0,1,1
886,19675,optimalprint,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,4,4,0,4,0,12,0,1,0,2,1
631,9011,optimum,B225 Internet Service Providers (ISP),0,0,1,0,0,2,3,0,2,0,7,0,1,0,1,2
438,3448,optionshouse,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,6,0,2,1,12,2,1,0,2,3
1133,22322,orajel,D211 Toothpaste & Whiteners,0,0,1,0,0,2,3,0,0,0,6,1,1,0,1,1
1134,22323,oramd,D211 Toothpaste & Whiteners,0,1,0,0,0,2,2,0,1,0,5,0,1,0,0,1
1585,24117,oreo,F343 Cookies & Crackers,0,0,0,0,0,1,3,0,0,1,4,0,1,0,1,2
1894,25973,org,"G451 Snow Skis, Boards, Blades & Accessories",0,1,0,0,0,1,1,0,1,0,3,0,1,0,0,1
1335,23245,organifi,D543 Nutritional Supplements,0,0,0,0,0,2,4,0,1,1,8,1,1,0,2,1
1336,23246,organixx,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,1,0,8,0,1,0,1,1
1975,26462,orijen,G613 Cat & Dog Food Combination,0,0,1,0,0,2,3,0,0,0,6,1,1,0,2,1
43,160,ornot,A141 Sportswear & Athleticwear,0,1,0,0,0,2,2,0,1,0,5,0,1,0,0,2
44,161,orsden,A141 Sportswear & Athleticwear,0,0,1,0,0,2,2,0,1,0,6,1,1,0,1,1
2065,26723,ortho,H122 Mattresses & Box Springs,0,0,0,0,0,1,2,0,1,1,5,1,1,0,0,2
2370,27720,osel,H631 Paint,0,0,1,0,0,1,2,0,0,0,4,1,1,0,1,1
1114,22183,osswald,"D182 Unisex Scents, Fragrances, Perfumes",0,1,0,0,0,2,2,0,1,0,7,2,1,0,0,1
632,9013,otelco,B225 Internet Service Providers (ISP),0,0,0,0,0,1,3,0,1,1,6,0,1,0,1,2
887,19687,outbrain,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,4,0,2,0,8,0,1,0,1,1
1562,24042,outshine,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,1,4,0,1,1,8,1,1,0,2,1
1629,24340,ovaltine,F413 Cocoa & Milk Additives,0,0,0,0,0,2,4,0,1,1,8,1,1,0,2,1
1337,23253,oxigenesis,D543 Nutritional Supplements,0,0,0,1,0,1,5,0,1,0,10,2,1,0,4,1
2006,26577,oxo,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,2
1951,26378,ozobot,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,1,0,0,0,0,3,0,2,0,6,1,1,0,0,3
1721,24811,pabst,F611 Regular Beer & Ale,0,1,0,0,0,0,1,1,3,0,5,1,0,0,0,0
45,162,pactimo,A141 Sportswear & Athleticwear,0,0,0,0,0,1,3,1,2,1,7,0,0,0,1,1
1171,22520,painzone,D511 Pain Remedies,0,0,0,0,0,2,4,1,1,1,8,1,0,0,2,1
1194,22606,paleo,D543 Nutritional Supplements,0,0,0,0,0,1,3,1,1,1,5,0,0,0,1,1
1084,21973,palmers,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,3,2,1,1,0,7,1,0,0,1,0
2203,27153,palmolive,H413 Dishwashing Detergents,0,0,0,0,0,3,4,1,1,1,9,1,0,0,2,1
2136,26930,panacea,H142 Bedding & Linens,1,0,0,0,0,1,4,1,1,1,7,0,0,0,1,0
751,15944,panasonic,B521 Printers & Printing Accessories,0,0,0,0,0,2,4,1,1,0,9,1,0,0,1,1
560,7613,panchos,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,1,2,1,1,0,7,2,0,0,0,1
126,553,pandora,A141 Sportswear & Athleticwear,1,0,0,0,0,2,3,1,2,1,7,0,0,0,0,1
2287,27436,panduit,H625 Security & Fire Safety Systems,0,1,0,0,0,1,3,1,3,0,7,0,0,0,1,1
2066,26724,pangeabed,H122 Mattresses & Box Springs,0,1,0,0,0,1,4,1,4,0,9,0,0,0,2,0
1338,23256,pantesin,D543 Nutritional Supplements,0,0,1,0,0,2,3,1,2,0,8,1,0,0,2,0
1615,24274,papanicholas,F411 Coffee,0,0,0,1,0,2,5,1,2,0,12,2,0,0,1,1
1760,25052,pappadeaux,G323 Casual Dining Restaurants,0,0,0,0,0,0,5,1,4,0,10,0,0,0,1,1
1804,25425,pappas,G323 Casual Dining Restaurants,0,0,0,1,0,0,2,1,3,0,6,1,0,0,0,0
1764,25100,pappasitos,G323 Casual Dining Restaurants,0,0,0,1,0,0,4,1,4,0,10,2,0,0,1,1
974,20742,papyrus,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,2,2,1,2,0,7,1,0,0,0,1
2137,26932,parachute,H142 Bedding & Linens,0,0,0,0,0,1,4,1,2,1,9,1,0,0,1,1
2288,27438,paragon,H625 Security & Fire Safety Systems,0,0,1,0,0,2,3,1,2,0,7,0,0,0,0,1
888,19719,pardot,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,1,2,1,3,0,6,0,0,0,0,1
1135,22324,parodontax,D211 Toothpaste & Whiteners,0,0,0,0,0,2,4,1,3,0,10,0,0,0,0,2
1599,24173,partners,F343 Cookies & Crackers,0,0,0,1,0,3,2,1,2,0,8,1,0,0,1,0
2007,26578,pasabahce,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,0,4,1,2,1,9,1,0,0,1,0
127,554,patagonia,A141 Sportswear & Athleticwear,1,0,0,0,0,1,5,1,3,1,9,0,0,0,1,1
561,7615,payoff,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,1,2,1,1,0,6,2,0,0,0,1
369,2425,paypal,B111 Credit Cards,0,0,1,0,0,2,2,1,2,0,6,0,0,0,0,0
889,19724,paytronix,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,3,1,2,0,9,0,0,0,1,1
1516,23922,pbfit,F280 Peanut Butter & Sandwich Spreads,0,1,0,0,0,0,1,1,3,0,5,1,0,0,1,0
814,17423,pbs,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,0,0,1,2,0,3,1,0,0,0,0
2289,27439,pdt,H625 Security & Fire Safety Systems,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0
2138,26935,peachskinsheets,H142 Bedding & Linens,0,0,0,1,0,1,5,1,3,0,15,4,0,0,3,0
1339,23258,pediasure,D543 Nutritional Supplements,0,0,0,0,0,1,5,1,2,1,9,1,0,0,3,1
477,4247,peerstreet,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,4,1,3,0,10,1,0,0,2,0
2290,27441,pelsue,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,1,1,1,6,1,0,0,2,1
710,14453,pemco,B430 Insurance Agencies & Brokers,0,0,0,0,0,1,2,1,1,1,5,0,0,0,1,1
711,14454,pendo,B430 Insurance Agencies & Brokers,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
1861,25848,penn,G411 Fishing Tackle & Equipment,0,0,1,0,0,2,1,1,1,0,4,0,0,0,1,0
1027,21517,pennenergyjobs,B913 Employment Agencies,0,0,0,1,0,5,4,1,3,0,14,2,0,0,3,1
633,9015,penteledata,B225 Internet Service Providers (ISP),1,0,0,0,0,2,5,1,4,1,11,0,0,0,3,0
1028,21520,peoplefluent,B913 Employment Agencies,0,1,0,0,0,3,5,1,3,0,12,1,0,0,3,2
1765,25101,pepes,G323 Casual Dining Restaurants,0,0,0,1,0,0,2,1,2,0,5,1,0,0,2,0
2342,27620,pepperface,H625 Security & Fire Safety Systems,0,0,0,0,0,1,4,1,3,1,10,1,0,0,3,0
1340,23262,peppod,D543 Nutritional Supplements,0,1,0,0,0,0,2,1,4,0,6,0,0,0,1,1
1341,23263,peptiva,D543 Nutritional Supplements,1,0,0,0,0,0,3,1,3,1,7,1,0,0,2,0
1342,23265,percepta,D543 Nutritional Supplements,1,0,0,0,0,1,3,1,3,1,8,0,0,0,2,0
1343,23270,performax,D543 Nutritional Supplements,0,0,0,0,0,3,3,1,1,0,9,1,0,0,1,1
1344,23271,performix,D543 Nutritional Supplements,0,0,0,0,0,3,3,1,1,0,9,1,0,0,2,1
1805,25428,perkins,G323 Casual Dining Restaurants,0,0,0,1,0,2,2,1,2,0,7,1,0,0,2,0
1752,25009,perrys,G323 Casual Dining Restaurants,0,0,0,1,0,3,1,1,1,0,6,1,0,0,1,0
1976,26463,petcurean,G613 Cat & Dog Food Combination,0,0,1,0,0,2,4,1,2,0,9,0,0,0,2,1
2008,26579,pfaltzgraff,"H111 Dinnerware, Glassware & Pottery",0,0,0,1,0,2,2,1,3,0,11,4,0,0,0,0
1181,22569,pfizer,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0,0,1,0,0,1,2,1,1,0,6,2,0,0,2,0
2291,27442,philips,H625 Security & Fire Safety Systems,0,0,0,1,0,1,2,1,2,0,7,1,0,0,2,0
1345,23273,phillips,D543 Nutritional Supplements,0,0,0,1,0,2,2,1,2,0,8,1,0,0,2,0
1346,23275,phosphatidylserine,D543 Nutritional Supplements,0,0,0,0,0,4,6,1,4,1,18,2,0,0,4,1
1446,23700,physiotru,D543 Nutritional Supplements,0,0,0,0,0,2,3,1,2,1,9,1,0,0,1,2
1771,25147,piatti,G323 Casual Dining Restaurants,0,0,0,0,0,0,3,1,3,1,6,0,0,0,2,0
890,19750,pictarine,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,4,1,2,1,9,0,0,0,3,0
197,862,pikolinos,A311 Womens Shoes & Boots,0,0,0,1,0,2,4,1,2,0,9,1,0,0,2,2
2292,27444,pilz,H625 Security & Fire Safety Systems,0,0,0,1,0,1,1,1,1,0,4,1,0,0,1,0
407,2986,pimco,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,2,1,1,1,5,0,0,0,1,1
891,19754,pims,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,1,1,1,1,0,4,1,0,0,1,0
2209,27171,pinalen,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,3,3,1,1,0,7,0,0,0,2,0
